ФИО,Пол,Год поступления,Форма обучения,Балл ЦТ: Математика,Балл ЦТ: Русский язык,Балл ЦТ: Физика,Балл ЦТ: Биология,Балл ЦТ: Химия,Балл ЦТ: История,Балл ЦТ: Информатика,Средний балл аттестата,Общий балл при поступлении,Специальность,Адрес регистрации,Телефон,Поступил
Соловьёва Екатерина Никитична,Ж,2025,очная,61.7,,,,80.7,,55.4,59.5,62.0,История,"Воронеж, ул. Зелёная, д. 49, кв. 131",+375052038819,True
Козлов Никита Михайлович,М,2025,очно-заочная,,,73.2,66.5,50.8,,,72.7,64.8,Физика,"Санкт-Петербург, ул. Центральная, д. 170, кв. 134",+375333540112,False
Кузнецов Андрей Владимирович,М,2025,очная,97.3,,,61.9,71.2,,,74.7,74.2,Экономика,"Самара, ул. Ленина, д. 108, кв. 170",+375761837629,True
Соколов Михаил Денисович,М,2025,очно-заочная,42.0,,,60.2,,59.8,,76.2,62.0,Химия,"Пермь, ул. Новая, д. 144, кв. 13",+375418693032,False
Попов Илья Владимирович,М,2025,очная,,,60.9,69.8,,,63.5,71.0,67.8,История,"Екатеринбург, ул. Пролетарская, д. 175, кв. 6",+375649097034,True
Новиков Дмитрий Денисович,М,2025,очно-заочная,73.2,,,,45.2,,46.2,83.0,64.3,Биология,"Пермь, ул. Мира, д. 149, кв. 101",+375707421531,False
Васильева Елена Никитична,Ж,2025,заочная,67.8,64.7,,54.4,,,,74.4,66.7,Информатика и вычислительная техника,"Пермь, ул. Зелёная, д. 94, кв. 71",+375802933583,False
Павлова Ирина Петровна,Ж,2025,очная,,67.2,48.3,54.5,,,,82.5,65.1,Химия,"Казань, ул. Новая, д. 147, кв. 56",+375510214012,False
Павлова Ольга Петровна,Ж,2025,очная,,,82.3,,62.5,68.7,,67.1,69.1,Биология,"Самара, ул. Зелёная, д. 26, кв. 127",+375717030568,True
Новиков Александр Михайлович,М,2025,очная,,,67.6,53.9,,68.0,,77.1,69.1,Биология,"Пермь, ул. Пролетарская, д. 83, кв. 54",+375376841876,True
Иванов Никита Иванович,М,2025,очная,,83.6,58.8,,,74.4,,76.9,74.6,Экономика,"Екатеринбург, ул. Советская, д. 164, кв. 196",+375730332496,True
Соловьёва Наталья Денисовна,Ж,2025,заочная,67.2,,62.2,,,,55.4,78.5,67.9,Информатика и вычислительная техника,"Краснодар, ул. Победы, д. 30, кв. 139",+375156054270,True
Попов Роман Михайлович,М,2025,заочная,61.4,,,68.3,,71.8,,83.4,72.4,Экономика,"Краснодар, ул. Школьная, д. 75, кв. 173",+375565728972,True
Кузнецов Роман Михайлович,М,2025,очная,77.8,,56.3,,,75.8,,71.5,72.3,Химия,"Воронеж, ул. Строителей, д. 90, кв. 190",+375606699261,True
Соколов Максим Денисович,М,2025,очная,,,,75.8,,71.6,45.6,79.2,70.6,Информатика и вычислительная техника,"Екатеринбург, ул. Пролетарская, д. 145, кв. 105",+375263779271,True
Соколова Мария Денисовна,Ж,2025,очно-заочная,61.9,57.6,76.4,,,,,74.7,68.2,Информатика и вычислительная техника,"Новосибирск, ул. Центральная, д. 52, кв. 42",+375333023993,True
Иванов Никита Владимирович,М,2025,заочная,62.8,,,64.3,70.1,,,77.8,69.6,Информатика и вычислительная техника,"Нижний Новгород, ул. Мира, д. 49, кв. 88",+375786529412,True
Лебедев Сергей Иванович,М,2025,очная,,,78.0,74.6,,42.6,,75.4,69.8,Экономика,"Нижний Новгород, ул. Победы, д. 28, кв. 30",+375980425542,True
Соловьёва Анна Сергеевна,Ж,2025,заочная,,59.0,73.8,40.0,,,,93.9,70.5,Медицинская биохимия,"Краснодар, ул. Строителей, д. 102, кв. 8",+375203922131,True
Морозова Анна Никитична,Ж,2025,очная,,74.1,,69.1,78.2,,,92.7,80.7,Экономика,"Краснодар, ул. Мира, д. 133, кв. 128",+375314249562,True
Фёдорова Мария Владимировна,Ж,2025,очная,72.1,,,78.1,,,67.7,77.8,74.3,Информатика и вычислительная техника,"Москва, ул. Школьная, д. 21, кв. 180",+375028745120,True
Иванов Максим Петрович,М,2025,очно-заочная,,,59.9,55.5,,58.1,,70.5,62.7,Экономика,"Санкт-Петербург, ул. Ленина, д. 69, кв. 104",+375627501526,False
Фёдорова Виктория Михайловна,Ж,2025,очная,68.9,48.1,,,,,67.7,78.4,66.6,История,"Пермь, ул. Победы, д. 52, кв. 4",+375958723836,True
Егорова Анна Ивановна,Ж,2025,очно-заочная,,,66.9,,,61.7,94.1,86.8,78.6,Медицинская биохимия,"Казань, ул. Строителей, д. 88, кв. 129",+375197015019,True
Лебедев Роман Алексеевич,М,2025,очная,54.3,63.8,63.4,,,,,72.5,64.9,Физика,"Нижний Новгород, ул. Мира, д. 61, кв. 59",+375297049379,False
Новиков Максим Петрович,М,2025,очная,,,55.7,,,66.1,62.6,84.4,67.8,Экономика,"Самара, ул. Мира, д. 5, кв. 120",+375574142487,True
Егорова Виктория Алексеевна,Ж,2025,очная,76.1,,80.2,,59.4,,,81.5,74.5,Физика,"Самара, ул. Зелёная, д. 187, кв. 116",+375367724434,True
Смирнов Егор Денисович,М,2025,очная,,70.9,,57.4,62.3,,,88.3,71.1,Химия,"Пермь, ул. Ленина, д. 41, кв. 158",+375903480424,False
Иванов Никита Иванович,М,2025,очно-заочная,69.3,,71.5,,56.3,,,71.3,67.6,Биология,"Новосибирск, ул. Центральная, д. 43, кв. 104",+375622549203,False
Кузнецов Роман Иванович,М,2025,очная,64.5,,66.1,,,50.9,,78.5,67.5,Прикладная математика,"Новосибирск, ул. Зелёная, д. 62, кв. 28",+375172264147,False
Егорова Александра Ивановна,Ж,2025,заочная,46.8,,,,59.0,75.7,,82.2,70.0,Биология,"Самара, ул. Строителей, д. 189, кв. 70",+375742298359,True
Лебедев Никита Денисович,М,2025,очно-заочная,65.7,51.0,52.4,,,,,76.4,64.5,Медицинская биохимия,"Новосибирск, ул. Центральная, д. 120, кв. 187",+375365003299,False
Иванов Александр Владимирович,М,2025,очная,76.1,,,76.7,,,59.0,71.7,71.0,Экономика,"Екатеринбург, ул. Школьная, д. 82, кв. 67",+375042316979,True
Соколов Александр Денисович,М,2025,заочная,,,65.9,,54.7,,65.4,86.6,71.0,Медицинская биохимия,"Казань, ул. Школьная, д. 55, кв. 190",+375925287835,True
Козлов Сергей Петрович,М,2025,заочная,71.6,66.0,,54.6,,,,79.9,67.8,Биология,"Екатеринбург, ул. Новая, д. 80, кв. 26",+375224740985,False
Сидоров Михаил Иванович,М,2025,очная,80.8,,61.2,,,,75.8,86.4,76.7,Физика,"Москва, ул. Зелёная, д. 182, кв. 23",+375555870940,True
Смирнов Максим Никитич,М,2025,очная,83.8,,,,67.8,,70.6,87.1,77.2,Прикладная математика,"Екатеринбург, ул. Строителей, д. 10, кв. 125",+375819135053,True
Баранова Ирина Михайловна,Ж,2025,заочная,66.6,,,62.9,65.1,,,80.0,69.6,История,"Санкт-Петербург, ул. Новая, д. 111, кв. 60",+375282463061,True
Морозова Екатерина Никитична,Ж,2025,заочная,,51.3,,59.7,,79.8,,65.5,64.0,Экономика,"Санкт-Петербург, ул. Школьная, д. 11, кв. 75",+375205986856,False
Морозова Наталья Михайловна,Ж,2025,очная,,76.6,,81.6,,56.8,,81.9,73.7,Информатика и вычислительная техника,"Санкт-Петербург, ул. Центральная, д. 196, кв. 194",+375610392788,True
Козлов Дмитрий Сергеевич,М,2025,очная,64.9,,,75.7,,,76.1,70.2,73.4,Медицинская биохимия,"Краснодар, ул. Строителей, д. 188, кв. 91",+375185690509,True
Козлов Никита Алексеевич,М,2025,очная,67.0,68.4,,,69.0,,,74.2,71.6,Физика,"Пермь, ул. Советская, д. 173, кв. 172",+375472373564,True
Кузнецов Андрей Иванович,М,2025,заочная,84.5,80.9,,58.8,,,,70.6,71.7,История,"Казань, ул. Школьная, д. 73, кв. 156",+375836714674,True
Егорова Елена Владимировна,Ж,2025,очная,64.8,,74.3,,64.2,,,86.1,73.6,Химия,"Москва, ул. Школьная, д. 172, кв. 156",+375563431807,True
Иванов Максим Иванович,М,2025,очная,,,72.2,78.6,66.7,,,70.3,72.5,Экономика,"Краснодар, ул. Победы, д. 5, кв. 174",+375316787192,True
Соловьёва Мария Михайловна,Ж,2025,очная,67.6,73.0,,,,67.1,,81.6,75.4,Физика,"Казань, ул. Школьная, д. 83, кв. 7",+375054908099,True
Баранова Ольга Денисовна,Ж,2025,очная,,62.9,,52.1,63.5,,,80.5,65.7,Медицинская биохимия,"Екатеринбург, ул. Центральная, д. 64, кв. 135",+375300091435,False
Новиков Илья Сергеевич,М,2025,заочная,,,55.5,68.6,,57.3,,85.3,68.4,Медицинская биохимия,"Казань, ул. Новая, д. 194, кв. 100",+375289735189,False
Васильева Екатерина Никитична,Ж,2025,очная,,,58.6,77.2,,,78.8,78.1,72.7,Физика,"Казань, ул. Ленина, д. 96, кв. 98",+375771251589,True
Морозова Ирина Алексеевна,Ж,2025,очно-заочная,51.6,,44.2,,46.7,,,70.4,56.9,Прикладная математика,"Екатеринбург, ул. Пролетарская, д. 33, кв. 125",+375884479098,False
Соколов Сергей Петрович,М,2025,очная,,,,78.0,67.7,,73.0,65.3,69.5,Химия,"Новосибирск, ул. Ленина, д. 38, кв. 41",+375482488631,False
Кузнецов Михаил Денисович,М,2025,очная,58.5,78.2,72.6,,,,,77.7,73.3,Информатика и вычислительная техника,"Воронеж, ул. Новая, д. 162, кв. 151",+375141939606,True
Лебедев Илья Петрович,М,2025,заочная,75.0,,,,85.5,66.8,,79.0,77.8,Физика,"Воронеж, ул. Пролетарская, д. 37, кв. 78",+375768834103,True
Петров Илья Сергеевич,М,2025,очно-заочная,72.4,,,,94.9,45.6,,82.7,74.3,Прикладная математика,"Нижний Новгород, ул. Советская, д. 179, кв. 181",+375325179044,True
Попов Андрей Владимирович,М,2025,очная,67.9,,75.7,,,59.0,,78.3,71.9,Химия,"Пермь, ул. Зелёная, д. 135, кв. 55",+375103145645,True
Лебедев Максим Никитич,М,2025,очно-заочная,,,76.0,96.7,71.8,,,73.5,77.6,Биология,"Краснодар, ул. Центральная, д. 67, кв. 159",+375998709339,True
Соколов Сергей Михайлович,М,2025,очная,,,,66.4,,57.2,51.4,76.6,63.6,Информатика и вычислительная техника,"Воронеж, ул. Зелёная, д. 90, кв. 60",+375180576310,False
