ФИО,Пол,Год поступления,Форма обучения,Специальность,Адрес регистрации,Телефон,Средний балл аттестата,Балл ЦТ: Математика,Балл ЦТ: Русский язык,Балл ЦТ: Физика,Балл ЦТ: Биология,Балл ЦТ: Химия,Балл ЦТ: История,Балл ЦТ: Информатика,CE_mean,Общий балл при поступлении
Смирнов Никита Алексеевич,М,2025,очная,Химия,"Воронеж, ул. Школьная, д. 34, кв. 144",+375514578543,65.8,64.0,,61.0,,,,62.4,62.46666666666667,63.7
Соловьёва Анна Сергеевна,Ж,2025,очная,Прикладная математика,"Москва, ул. Пролетарская, д. 46, кв. 67",+375116460041,69.0,84.6,71.8,66.4,,,,,74.26666666666667,71.9
Кузьмина Анна Ивановна,Ж,2025,очная,Физика,"Новосибирск, ул. Строителей, д. 127, кв. 87",+375720199657,86.0,72.7,58.3,,,,,65.0,65.33333333333333,73.0
Медведева Наталья Никитична,Ж,2025,очная,Физика,"Краснодар, ул. Мира, д. 23, кв. 82",+375697256900,79.8,,69.7,,,,74.2,79.8,74.56666666666666,77.2
Павлова Виктория Алексеевна,Ж,2025,очно-заочная,Биология,"Пермь, ул. Новая, д. 37, кв. 67",+375622451252,87.2,,,66.3,65.2,,,63.6,65.03333333333333,73.2
Кузнецов Дмитрий Сергеевич,М,2025,очная,История,"Санкт-Петербург, ул. Школьная, д. 12, кв. 33",+375482544550,85.3,73.5,72.4,64.8,,,,,70.23333333333333,77.2
Козлов Илья Иванович,М,2025,очная,Прикладная математика,"Краснодар, ул. Центральная, д. 192, кв. 93",+375840766408,71.7,,,71.3,,61.1,74.5,,68.96666666666667,70.4
Баранова Ольга Владимировна,Ж,2025,очная,Экономика,"Воронеж, ул. Центральная, д. 68, кв. 157",+375874270263,83.9,,,,57.1,,57.7,69.8,61.53333333333334,70.9
Васильева Александра Алексеевна,Ж,2025,заочная,Биология,"Казань, ул. Строителей, д. 81, кв. 112",+375645696666,82.0,,,,63.5,68.0,,76.2,69.23333333333333,74.0
Новиков Сергей Никитич,М,2025,очная,Прикладная математика,"Новосибирск, ул. Школьная, д. 189, кв. 126",+375226112357,66.8,,63.6,75.7,,,,54.8,64.7,64.8
Баранова Александра Ивановна,Ж,2025,очно-заочная,Биология,"Новосибирск, ул. Строителей, д. 169, кв. 163",+375996311352,70.4,,67.0,60.4,,,53.2,,60.20000000000001,63.9
Новиков Егор Алексеевич,М,2025,очная,Физика,"Краснодар, ул. Ленина, д. 49, кв. 39",+375544174168,93.2,69.9,,,71.1,71.2,,,70.73333333333333,76.9
Кузнецов Роман Денисович,М,2025,очная,Химия,"Москва, ул. Победы, д. 47, кв. 10",+375806850133,73.0,,,81.7,,58.1,,71.9,70.56666666666668,70.3
Кузьмина Светлана Алексеевна,Ж,2025,очная,Медицинская биохимия,"Краснодар, ул. Центральная, д. 42, кв. 181",+375171238907,81.1,,74.3,,65.1,,,61.6,66.99999999999999,73.0
Соколова Наталья Петровна,Ж,2025,очная,Биология,"Краснодар, ул. Новая, д. 30, кв. 127",+375467479781,77.5,,,,71.2,,67.6,71.9,70.23333333333333,73.4
Павлова Анна Сергеевна,Ж,2025,заочная,Прикладная математика,"Москва, ул. Зелёная, д. 92, кв. 182",+375203407101,79.7,,,72.7,,66.8,78.1,,72.53333333333333,73.7
Козлов Александр Денисович,М,2025,очная,Прикладная математика,"Пермь, ул. Зелёная, д. 118, кв. 127",+375488112620,77.9,,,60.3,,61.4,,71.7,64.46666666666665,68.9
Соловьёва Анна Сергеевна,Ж,2025,очная,Медицинская биохимия,"Санкт-Петербург, ул. Мира, д. 32, кв. 90",+375520300197,84.4,54.5,,,57.7,54.1,,,55.43333333333334,64.1
Попов Максим Алексеевич,М,2025,очная,История,"Санкт-Петербург, ул. Победы, д. 73, кв. 47",+375119975320,84.2,,82.2,,80.1,60.9,,,74.4,79.3
Иванов Егор Иванович,М,2025,очная,Экономика,"Новосибирск, ул. Строителей, д. 70, кв. 145",+375284540903,79.3,70.4,,71.1,,,,63.0,68.16666666666667,70.5
Баранова Екатерина Алексеевна,Ж,2025,очная,Физика,"Самара, ул. Победы, д. 150, кв. 2",+375276679691,73.2,81.2,90.7,,60.3,,,,77.39999999999999,76.5
Медведева Мария Никитична,Ж,2025,очная,Прикладная математика,"Пермь, ул. Пролетарская, д. 47, кв. 107",+375352250040,75.2,,,61.8,,58.7,,70.6,63.699999999999996,68.2
Соловьёва Мария Владимировна,Ж,2025,очно-заочная,Информатика и вычислительная техника,"Санкт-Петербург, ул. Победы, д. 197, кв. 128",+375971599493,69.1,,,77.8,53.9,66.4,,,66.03333333333333,67.0
Морозова Виктория Никитична,Ж,2025,очная,Химия,"Санкт-Петербург, ул. Школьная, д. 7, кв. 73",+375023111091,76.6,,,,,54.9,65.2,56.4,58.833333333333336,64.2
Соловьёва Ирина Алексеевна,Ж,2025,очная,Биология,"Санкт-Петербург, ул. Новая, д. 96, кв. 152",+375529407383,68.0,50.3,,63.2,69.3,,,,60.93333333333334,63.0
Егорова Екатерина Денисовна,Ж,2025,заочная,История,"Санкт-Петербург, ул. Школьная, д. 40, кв. 8",+375124956369,79.9,60.5,71.5,76.5,,,,,69.5,74.4
Сидоров Егор Никитич,М,2025,очная,Экономика,"Санкт-Петербург, ул. Зелёная, д. 182, кв. 169",+375263786771,80.4,,68.3,72.4,57.6,,,,66.1,72.2
Новиков Сергей Алексеевич,М,2025,заочная,Медицинская биохимия,"Краснодар, ул. Зелёная, д. 161, кв. 69",+375853494686,84.6,70.1,62.8,,,,,51.8,61.56666666666666,70.6
Смирнов Никита Михайлович,М,2025,очная,Химия,"Самара, ул. Ленина, д. 85, кв. 12",+375839935780,71.3,,,53.7,,,67.5,68.8,63.333333333333336,67.1
Сидоров Максим Иванович,М,2025,заочная,Физика,"Самара, ул. Зелёная, д. 84, кв. 188",+375076829424,71.7,79.1,79.6,67.3,,,,,75.33333333333333,72.6
Егорова Виктория Ивановна,Ж,2025,очная,История,"Самара, ул. Мира, д. 55, кв. 13",+375903516703,87.7,60.3,,58.6,,,,68.1,62.333333333333336,69.6
Новиков Максим Никитич,М,2025,заочная,Экономика,"Казань, ул. Школьная, д. 15, кв. 191",+375343861080,70.4,,55.8,90.2,,,69.3,,71.76666666666667,72.7
Кузнецов Роман Петрович,М,2025,заочная,Биология,"Санкт-Петербург, ул. Строителей, д. 155, кв. 98",+375513545241,90.9,,,78.2,69.3,66.6,,,71.36666666666666,79.6
Сидоров Михаил Никитич,М,2025,очная,Биология,"Санкт-Петербург, ул. Новая, д. 66, кв. 46",+375620772687,73.1,51.7,70.0,,,63.6,,,61.76666666666667,66.5
Павлова Мария Никитична,Ж,2025,заочная,Медицинская биохимия,"Екатеринбург, ул. Новая, д. 23, кв. 6",+375219668437,73.1,,,68.2,71.8,69.1,,,69.7,71.3
Сидоров Егор Петрович,М,2025,очная,Информатика и вычислительная техника,"Екатеринбург, ул. Мира, д. 100, кв. 200",+375331036889,83.7,,62.1,,,68.5,,49.0,59.86666666666667,67.7
Фёдорова Александра Ивановна,Ж,2025,очная,Медицинская биохимия,"Воронеж, ул. Центральная, д. 166, кв. 193",+375046695932,81.9,53.6,,70.3,,78.5,,,67.46666666666667,71.4
Кузнецов Илья Сергеевич,М,2025,очная,Физика,"Новосибирск, ул. Советская, д. 77, кв. 126",+375893706503,88.4,57.3,,,,60.4,70.7,,62.79999999999999,72.4
Попов Дмитрий Михайлович,М,2025,очная,История,"Воронеж, ул. Центральная, д. 176, кв. 155",+375473213939,67.3,,,,76.7,61.1,69.4,,69.06666666666668,70.1
Соколова Мария Ивановна,Ж,2025,очная,История,"Новосибирск, ул. Школьная, д. 171, кв. 25",+375468149820,81.8,,,69.7,48.0,,61.8,,59.833333333333336,67.3
Фёдорова Елена Владимировна,Ж,2025,очная,Прикладная математика,"Нижний Новгород, ул. Строителей, д. 52, кв. 126",+375154003355,78.3,,71.2,74.4,,,,71.2,72.26666666666667,73.6
Соколов Максим Денисович,М,2025,очная,Информатика и вычислительная техника,"Краснодар, ул. Новая, д. 122, кв. 69",+375950986661,72.1,79.7,69.2,,69.9,,,,72.93333333333334,71.7
Соловьёва Елена Владимировна,Ж,2025,очно-заочная,Информатика и вычислительная техника,"Самара, ул. Пролетарская, д. 109, кв. 24",+375156232663,89.9,77.4,,75.5,62.9,,,,71.93333333333334,76.3
Фёдорова Мария Сергеевна,Ж,2025,заочная,История,"Воронеж, ул. Школьная, д. 158, кв. 48",+375640936110,80.0,73.7,,,67.0,,69.7,,70.13333333333333,73.7
Лебедев Максим Петрович,М,2025,очная,История,"Воронеж, ул. Новая, д. 24, кв. 11",+375197770093,78.2,,86.5,,75.2,89.5,,,83.73333333333333,83.7
Кузьмина Анна Ивановна,Ж,2025,очная,Химия,"Пермь, ул. Школьная, д. 119, кв. 174",+375571259316,81.3,,,68.6,73.7,76.0,,,72.76666666666667,77.0
Кузьмина Александра Петровна,Ж,2025,очная,Экономика,"Екатеринбург, ул. Мира, д. 127, кв. 135",+375377698369,68.2,70.9,71.6,,,70.3,,,70.93333333333334,71.6
Соловьёва Мария Алексеевна,Ж,2025,очная,Химия,"Пермь, ул. Советская, д. 75, кв. 120",+375903184235,71.1,60.8,,48.3,,63.8,,,57.633333333333326,62.8
Васильева Елена Петровна,Ж,2025,очная,Химия,"Воронеж, ул. Советская, д. 123, кв. 77",+375906766836,76.6,60.3,,58.0,48.3,,,,55.53333333333333,62.8
Морозова Светлана Никитична,Ж,2025,очная,Информатика и вычислительная техника,"Новосибирск, ул. Мира, д. 176, кв. 77",+375841437488,80.5,62.0,66.4,,66.2,,,,64.86666666666667,72.3
Баранова Виктория Денисовна,Ж,2025,очная,Прикладная математика,"Екатеринбург, ул. Строителей, д. 110, кв. 76",+375295539206,86.2,47.0,,,,78.8,,60.0,61.93333333333334,70.2
Егорова Анна Алексеевна,Ж,2025,заочная,Биология,"Самара, ул. Ленина, д. 142, кв. 20",+375496072622,73.3,64.3,,70.3,,,67.1,,67.23333333333333,71.0
Егорова Виктория Алексеевна,Ж,2025,очная,Химия,"Москва, ул. Строителей, д. 28, кв. 131",+375981352996,71.9,59.6,,,77.6,,,63.7,66.96666666666665,69.7
Морозова Анна Никитична,Ж,2025,очная,Прикладная математика,"Воронеж, ул. Новая, д. 25, кв. 119",+375642133774,81.6,,,74.4,80.0,,,62.0,72.13333333333334,74.8
Павлова Ольга Владимировна,Ж,2025,очная,Медицинская биохимия,"Самара, ул. Центральная, д. 91, кв. 66",+375570433190,77.8,,,62.2,,,66.2,43.5,57.300000000000004,64.5
Медведева Светлана Михайловна,Ж,2025,очная,Физика,"Самара, ул. Советская, д. 197, кв. 129",+375564781384,67.1,84.6,,,67.9,53.2,,,68.56666666666666,67.6
