ФИО,Пол,Год поступления,Форма обучения,Специальность,Адрес регистрации,Телефон,Средний балл аттестата,Балл ЦТ: Математика,Балл ЦТ: Русский язык,Балл ЦТ: Физика,Балл ЦТ: Биология,Балл ЦТ: Химия,Балл ЦТ: История,Балл ЦТ: Информатика,CE_mean,Общий балл при поступлении,Поступил
Мухина Василиса Милановна,Ж,2025,очная,Биология,"д. Соликамск, ул. бул. 8-е Марта, д. 356, кв. 244",+70480675712,88.4,,,72.3,,,50.6,76.1,66.33333333333333,74.3,True
Зуев Пантелеймон Адрианович,М,2025,очно-заочная,Прикладная математика,"клх Агата, ул. ш. Физкультурное, д. 476, кв. 77",+76914961128,71.7,,71.7,,,77.5,,55.5,68.23333333333333,71.2,False
Пономарев Кузьма Арсениевич,М,2025,очная,Медицинская биохимия,"к. Касимов, ул. наб. Надежды, д. 2/1, кв. 170",89429688276,80.4,,74.4,,,,65.0,65.6,68.33333333333333,70.6,True
Уваров Азарий Игнатиевич,М,2025,заочная,Химия,"г. Горячинск, ул. наб. Калужская, д. 8/4, кв. 197",87040953141,74.1,,78.7,,61.5,60.6,,,66.93333333333332,70.4,False
Юдин Спиридон Маркович,М,2025,очно-заочная,Медицинская биохимия,"д. Кулу, ул. алл. Мостовая, д. 9, кв. 124",86156078327,78.2,,,59.1,70.4,,,57.3,62.26666666666667,69.5,True
Савин Остап Мефодиевич,М,2025,очно-заочная,Информатика и вычислительная техника,"п. Нижний Тагил, ул. наб. Семашко, д. 7, кв. 66",+78835651796,80.6,,,,54.9,,57.2,52.9,55.0,62.5,False
Мартынова Лидия Христофоровна,Ж,2025,очно-заочная,Физика,"п. Неплюевка, ул. наб. Советов, д. 2, кв. 101",+74096496683,80.5,71.7,,,,67.4,,64.6,67.9,70.7,True
Одинцова Светлана Трофимовна,Ж,2025,очно-заочная,Физика,"клх Озеры, ул. пр. Прибрежный, д. 3, кв. 61",+79604784217,81.1,61.0,61.1,,,,67.3,,63.133333333333326,69.1,True
Рыбакова Нинель Лазаревна,Ж,2025,заочная,Биология,"д. Ноябрьск, ул. наб. Тимирязева, д. 895, кв. 192",+72851622593,88.3,,68.7,64.3,79.0,,,,70.66666666666667,78.6,True
Титова Татьяна Левовна,Ж,2025,заочная,История,"ст. Сузун, ул. наб. О.Кошевого, д. 166, кв. 40",84882089348,81.3,,,54.0,63.3,,,46.9,54.73333333333333,64.2,False
Вишняков Данила Казимирович,М,2025,очно-заочная,Медицинская биохимия,"клх Геленджик, ул. ш. Каштановое, д. 3/4, кв. 55",88839062467,77.1,76.1,,,68.9,,72.6,,72.53333333333333,74.2,True
Трофимова Елизавета Мокеевна,Ж,2025,очно-заочная,Экономика,"с. Абинск, ул. наб. Пролетарская, д. 2/5, кв. 103",+78799160911,84.4,75.1,,62.9,,,,63.0,67.0,71.7,True
Мамонтова Ия Анисимовна,Ж,2025,очно-заочная,Физика,"клх Владикавказ, ул. наб. 8-е Марта, д. 4/5, кв. 32",+71319359236,85.7,,61.6,,,79.6,,69.0,70.06666666666666,73.5,True
Казакова Вероника Кондратиевна,Ж,2025,очно-заочная,История,"клх Моршанск, ул. пер. 50 лет Октября, д. 883, кв. 241",+73376052304,71.2,69.7,,,,,68.4,66.0,68.03333333333335,70.4,True
Пестов Ратибор Гуриевич,М,2025,заочная,Физика,"к. Печенга, ул. ул. Красногвардейская, д. 1/4, кв. 156",88816502544,82.2,,,,87.4,61.6,,69.0,72.66666666666667,74.4,True
Стрелков Ян Гостомыслович,М,2025,очно-заочная,Прикладная математика,"г. Ангарск, ул. ул. Бажова, д. 1, кв. 169",82419165034,82.8,75.2,,,,65.1,78.1,,72.8,76.8,True
Дмитриев Терентий Добромыслович,М,2025,очно-заочная,Экономика,"ст. Воронеж, ул. пр. Парковый, д. 8/5, кв. 148",+70966177182,76.8,,,63.0,,67.2,,75.7,68.63333333333333,73.2,True
Дьячков Демид Герасимович,М,2025,очная,История,"с. Урус-Мартан, ул. пр. Водопроводный, д. 6, кв. 175",+79898088067,86.9,58.4,,,,,63.1,40.0,53.833333333333336,64.2,False
Фролов Гостомысл Викторович,М,2025,заочная,Физика,"с. Ельня, ул. ул. Радищева, д. 78, кв. 114",82141746813,77.7,,,,66.2,77.9,63.5,,69.2,72.8,True
Филиппов Андроник Фирсович,М,2025,очно-заочная,История,"клх Красная Поляна, ул. наб. Ивановская, д. 8/4, кв. 95",89266486989,79.4,68.8,,,69.0,,,49.6,62.46666666666667,66.7,False
Быкова Василиса Казимировна,Ж,2025,очно-заочная,Информатика и вычислительная техника,"клх Тулпан, ул. пер. Макаренко, д. 870, кв. 33",+79698748694,77.6,57.2,,67.5,,,,67.4,64.03333333333335,69.2,True
Герасимова Маргарита Елисеевна,Ж,2025,очная,Информатика и вычислительная техника,"д. Углич, ул. алл. Просторная, д. 633, кв. 210",+75594501192,78.7,,,59.3,75.0,,70.1,,68.13333333333334,70.5,True
Рогова Тамара Ананиевна,Ж,2025,очно-заочная,Экономика,"ст. Калязин, ул. пер. Набережный, д. 143, кв. 155",82075360511,72.0,68.0,,,48.3,,76.2,,64.16666666666667,67.9,True
Коновалова Лариса Гедеоновна,Ж,2025,очно-заочная,Химия,"ст. Минеральные Воды, ул. алл. 8-е Марта, д. 4, кв. 111",81603988636,70.0,70.0,,,,70.6,67.9,,69.5,68.9,False
Третьякова Маргарита Тимуровна,Ж,2025,очно-заочная,Биология,"ст. Кимры, ул. наб. Ильича, д. 8/2, кв. 244",83621894559,88.2,66.7,80.9,,,70.4,,,72.66666666666667,78.0,True
Лукина Галина Ладиславовна,Ж,2025,очная,Физика,"д. Апатиты, ул. алл. Заречная, д. 673, кв. 199",+76700099424,73.5,,,60.3,56.6,,63.1,,60.0,65.1,False
Русакова Варвара Акимовна,Ж,2025,заочная,Физика,"ст. Ноглики, ул. пер. Сенной, д. 1/9, кв. 45",89420466489,72.7,,79.0,68.1,,,59.0,,68.7,68.8,False
Тетерин Онуфрий Сигизмундович,М,2025,очная,Экономика,"п. Пушкин, ул. алл. Ермака, д. 2, кв. 37",86760564204,65.7,,69.9,,59.8,,,58.5,62.73333333333333,64.7,True
Блохин Галактион Ратмирович,М,2025,заочная,Прикладная математика,"с. Черкесск, ул. ул. Целинная, д. 42, кв. 204",86577580974,74.8,,,,,56.2,54.1,80.6,63.63333333333333,66.8,False
Степанова Лариса Аверкиевна,Ж,2025,очная,Физика,"г. Кулунда, ул. бул. Ольховый, д. 3, кв. 207",83389062354,70.7,,,68.0,,72.0,51.9,,63.96666666666667,67.0,False
Турова София Сильвестровна,Ж,2025,очная,Медицинская биохимия,"г. Всеволожск, ул. пер. Восьмого Марта, д. 55, кв. 101",86226540165,88.5,,73.2,,,,74.6,60.8,69.53333333333335,74.8,True
Юдин Максимильян Лаврович,М,2025,очно-заочная,Медицинская биохимия,"с. Кулунда, ул. бул. Абрикосовый, д. 6/4, кв. 47",89530062212,84.7,,,,64.8,,58.4,59.6,60.93333333333333,70.0,True
Самсонова Олимпиада Корниловна,Ж,2025,заочная,Медицинская биохимия,"клх Мокшан, ул. наб. Лунная, д. 218, кв. 205",+74276774625,74.5,,,75.4,63.8,69.4,,,69.53333333333333,69.8,True
Харитонова Ульяна Гедеоновна,Ж,2025,заочная,Медицинская биохимия,"г. Катайск, ул. пр. Химиков, д. 18, кв. 176",81601124115,92.1,74.5,,,54.4,,68.0,,65.63333333333334,74.6,True
Артемьева Татьяна Прововна,Ж,2025,заочная,Экономика,"п. Беслан, ул. алл. Сиреневая, д. 77, кв. 132",84886008017,84.5,,,,45.5,74.6,66.4,,62.166666666666664,69.0,True
Пахомов Мартьян Вениаминович,М,2025,заочная,Медицинская биохимия,"ст. Волгодонск, ул. пер. Заливный, д. 2/5, кв. 98",88677823129,76.7,82.8,40.0,,,,56.7,,59.833333333333336,66.7,True
Мясников Самуил Андронович,М,2025,очно-заочная,Информатика и вычислительная техника,"п. Армавир, ул. ул. Лесхозная, д. 43, кв. 83",85704726426,63.6,,70.9,69.0,,,45.0,,61.63333333333333,61.4,False
Ларионова Вера Устиновна,Ж,2025,очно-заочная,Информатика и вычислительная техника,"г. Владимир, ул. ул. Брянская, д. 3/9, кв. 54",+72120384375,92.3,91.0,61.4,57.8,,,,,70.06666666666666,79.4,True
Тимофеев Виктор Акимович,М,2025,очная,Биология,"г. Каменск-Уральский, ул. ул. Тукая, д. 7/5, кв. 120",+76596807852,70.3,75.1,,,,48.5,58.3,,60.633333333333326,65.6,False
Орехов Олег Ефимович,М,2025,очная,История,"г. Хоста, ул. ул. 60 лет СССР, д. 7/2, кв. 249",84824218385,68.7,68.2,,,,57.5,,64.9,63.53333333333334,64.1,False
Ефимов Прокофий Вадимович,М,2025,очно-заочная,Информатика и вычислительная техника,"ст. Смирных, ул. пр. Средний, д. 1, кв. 124",+75400644547,84.7,,66.3,,68.0,,,65.2,66.5,73.3,True
Павлова Лидия Ювеналиевна,Ж,2025,очная,История,"клх Старый Оскол, ул. бул. Песчаный, д. 3/2, кв. 128",82311232748,93.2,,,,56.9,74.6,42.3,,57.93333333333334,68.6,False
Логинов Евлампий Степанович,М,2025,очно-заочная,Биология,"г. Лесной (Сверд.), ул. пер. Геологов, д. 941, кв. 100",87917763342,86.9,45.4,,,75.8,70.8,,,64.0,71.6,False
Шаров Ефрем Клавдиевич,М,2025,заочная,Информатика и вычислительная техника,"г. Кингисепп, ул. ш. Алтайское, д. 5/6, кв. 204",82038862175,82.0,,,,49.3,,60.9,60.4,56.86666666666667,66.5,False
Лебедева Евпраксия Борисовна,Ж,2025,очная,Информатика и вычислительная техника,"к. Эльтон, ул. пр. Павлика Морозова, д. 2, кв. 151",+78019630453,82.2,47.4,58.2,,,,62.4,,56.0,65.8,False
Якушева Синклитикия Прокофиевна,Ж,2025,очно-заочная,Биология,"с. Ахтубинск, ул. наб. Камская, д. 164, кв. 248",+76935882493,83.7,,,65.4,79.8,75.5,,,73.56666666666666,77.6,True
Турова Анна Соломоновна,Ж,2025,заочная,Биология,"клх Амдерма, ул. алл. Победы, д. 25, кв. 181",83400181677,83.2,,43.0,,,72.6,73.0,,62.86666666666667,69.1,False
Григорьев Никодим Селиверстович,М,2025,заочная,История,"клх Белорецк, ул. ул. Верхняя, д. 9, кв. 147",84816524445,80.3,,59.5,62.6,,65.1,,,62.4,68.2,False
Елисеев Лукьян Эрнестович,М,2025,заочная,Химия,"п. Переславль-Залесский, ул. пер. Морской, д. 8/1, кв. 119",+74608385179,79.2,52.3,,,79.8,,,68.2,66.76666666666667,69.5,False
Фокина Раиса Аполлоновна,Ж,2025,очно-заочная,Физика,"п. Геленджик, ул. наб. Лазурная, д. 793, кв. 187",83781053912,78.2,,,64.2,65.6,62.2,,,64.0,69.8,True
Афанасьева Майя Гедеоновна,Ж,2025,очно-заочная,Прикладная математика,"ст. Невьянск, ул. алл. Короленко, д. 222, кв. 109",87884869996,74.1,62.9,57.6,,,,67.1,,62.53333333333333,66.6,False
Фомин Парфен Никандрович,М,2025,очно-заочная,Медицинская биохимия,"д. Тихвин, ул. пр. Осипенко, д. 9, кв. 3",88829045792,76.9,65.5,69.5,,,,,72.9,69.3,72.8,True
Попов Мокей Кондратиевич,М,2025,заочная,Химия,"ст. Шелагонцы, ул. алл. Выгонная, д. 9, кв. 60",81472463019,68.4,,,,75.3,,72.5,55.0,67.60000000000001,66.9,False
